AccountNo,BetDate,ClassId,CategoryId,Source,BetCount,Bet_Amt,Win_Amt
01148BP   ,41176,2,9,N,1,250,0
01148BP   ,41177,2,9,I,3,500,0
01148BP   ,41179,2,9,I,12,3638,6000
01148BP   ,41179,2,9,M,1,412,0
01148BP   ,41180,2,9,I,19,5887.5,7300
01148BP   ,41180,2,9,M,2,1000,0
01148BP   ,41180,2,9,N,2,825,1312.5
01148BP   ,41181,2,9,M,5,2200,900
01148BP   ,41182,2,9,M,1,200,0
01148BP   ,41183,2,9,I,5,1800,3125
01148BP   ,41183,2,9,M,1,500,1400
01148BP   ,41183,2,9,N,4,1275,550
01148BP   ,41184,2,9,I,20,5915.65,5203.15
01148BP   ,41184,2,9,N,1,400,0
01148BP   ,41185,2,9,N,1,125,0
01148BP   ,41185,2,9,I,21,4987.5,1975
01148BP   ,41186,2,9,I,2,-300,0
01148BP   ,41187,2,9,I,9,1250,650
01148BP   ,41191,2,9,I,33,9108.33,14245.83
01148BP   ,41191,2,9,N,1,450,0
01148BP   ,41192,2,9,I,10,3595.45,1495.45
01148BP   ,41192,2,9,N,1,337.5,0
01148BP   ,41193,2,9,I,6,1700,0
01148BP   ,41194,2,9,I,5,1006.25,506.25
01148BP   ,41195,2,9,I,2,500,0
01148BP   ,41196,2,9,I,1,400,0
01148BP   ,41197,2,9,I,8,2540,1877.5
01148BP   ,41198,2,9,I,7,2393.75,7331.25
01148BP   ,41199,2,9,I,19,5800,6605
01148BP   ,41199,2,9,N,4,1680,0
01148BP   ,41199,GWIL_SPRT,0,I,0,0,800
01148BP   ,41200,2,9,I,17,7625,4925
01148BP   ,41200,2,9,N,3,900,1050
01148BP   ,41200,3,8,I,4,1595,2745
01148BP   ,41201,2,9,I,9,3800,7237.5
01148BP   ,41201,2,9,N,1,600,0
01148BP   ,41202,2,9,I,5,1315,1275
01148BP   ,41202,2,9,N,7,2536.72,4839.22
01148BP   ,41203,2,9,I,17,7450,2150
01148BP   ,41203,2,9,M,2,900,0
01148BP   ,41204,2,9,I,7,1812.5,562.5
01148BP   ,41205,2,9,I,5,2000,0
01148BP   ,41205,2,9,N,1,500,0
01148BP   ,41206,2,9,I,18,6015.63,8737.52
01148BP   ,41206,2,9,N,2,471.89,1394.59
01148BP   ,41207,2,9,I,16,5219.59,6857.42
01148BP   ,41207,2,9,N,3,1132.42,0
01148BP   ,41208,2,9,I,12,4062.5,3187.5
01148BP   ,41208,2,9,M,2,300,250
01148BP   ,41209,2,9,I,14,3802.5,3302.5
01148BP   ,41209,2,9,M,3,1225,0
01148BP   ,41211,2,9,I,6,1737.5,1806.25
01148BP   ,41212,2,9,I,4,912.5,3143.75
01148BP   ,41213,2,9,I,7,2800,3000
01148BP   ,41213,2,9,N,1,200,0
01148BP   ,41214,2,9,I,10,4390,840
01148BP   ,41215,2,9,I,8,4237.5,5387.5
01148BP   ,41216,2,9,I,3,1550,0
01148BP   ,41217,2,9,I,3,700,475
01148BP   ,41218,2,9,I,2,375,0
01148BP   ,41219,2,9,I,11,4462.5,6487.5
01148BP   ,41219,2,9,N,1,250,2500
01148BP   ,41220,2,9,I,18,7493.75,1593.75
01148BP   ,41220,2,9,N,1,500,1875
01148BP   ,41221,2,9,I,14,4020.31,4564.06
01148BP   ,41221,2,9,N,1,250,0
01148BP   ,41222,2,9,I,10,3643.75,2800
01148BP   ,41223,2,9,I,7,1850,2400
01148BP   ,41224,2,9,I,2,600,600
01148BP   ,41226,2,9,I,7,2000,1837.5
01148BP   ,41227,2,9,I,4,837.5,0
01148BP   ,41229,2,9,I,11,4106.25,6156.25
01148BP   ,41229,2,9,M,2,700,1300
01148BP   ,41230,2,9,I,28,9252.5,15353.75
01148BP   ,41231,2,9,I,5,1408.13,1556.88
01148BP   ,41232,2,9,I,15,4491.15,4925
01148BP   ,41232,2,9,M,2,650,0
01148BP   ,41232,3,8,I,7,2500,3200
01148BP   ,41233,2,9,I,11,4300,1550
01148BP   ,41233,3,8,I,8,3137.5,1687.5
01148BP   ,41233,BETC_RET,0,I,0,0,500
01148BP   ,41234,2,9,I,3,1337.5,900
01148BP   ,41234,2,9,M,1,250,687.5
01148BP   ,41235,2,9,I,1,200,0
01148BP   ,41236,2,9,I,10,3681.25,5431.25
01148BP   ,41236,2,9,M,4,1150,1000
01148BP   ,41236,2,9,N,4,1500,900
01148BP   ,41237,2,9,I,4,1200,0
01148BP   ,41237,2,9,M,3,400,0
01148BP   ,41237,2,9,N,2,800,0
01148BP   ,41239,2,9,I,7,2020,3820
01148BP   ,41239,22512_XFER,22512,I,25,1270,1200
01148BP   ,41240,2,9,I,3,1000,0
01148BP   ,41240,22512_XFER,22512,I,68,5760,6030
01148BP   ,41242,2,9,I,3,600,1500
01148BP   ,41242,2,9,N,1,400,0
01148BP   ,41243,2,9,I,7,2162.5,3912.5
01148BP   ,41243,2,9,M,2,800,1150
01148BP   ,41244,2,9,I,15,5350,7350
01148BP   ,41245,2,9,I,5,1600,2450
01148BP   ,41245,2,9,M,1,350,0
01148BP   ,41246,2,9,I,7,2860,3293.75
01148BP   ,41246,2,9,M,1,268,938
01148BP   ,41246,2,9,N,1,538.75,0
01148BP   ,41247,2,9,I,5,250,400
01148BP   ,41247,2,9,M,3,900,750
01148BP   ,41248,2,9,I,17,5600,4200
01148BP   ,41248,2,9,N,3,1300,3600
01148BP   ,41249,2,9,I,1,300,0
01148BP   ,41249,2,9,M,1,500,1250
01148BP   ,41250,2,9,M,7,2700,4950
01148BP   ,41250,2,9,N,2,1450,2200
01148BP   ,41251,2,9,I,2,500,900
01148BP   ,41251,2,9,M,11,3150,5100
01148BP   ,41252,2,9,I,14,5293.75,5393.75
01148BP   ,41252,BONS_SPRB,0,I,0,0,100
01148BP   ,41253,2,9,I,22,7687.5,6587.5
01148BP   ,41254,2,9,I,11,4240,1840
01148BP   ,41255,2,9,I,11,3275,2275
01148BP   ,41255,2,9,N,1,1000,0
01148BP   ,41258,2,9,I,2,750,0
01148BP   ,41262,2,9,I,8,2275,1525
01148BP   ,41263,2,9,I,3,750,0
01148BP   ,41269,2,9,N,2,1000,0
01152SJ   ,41153,22527_PRCH,22527,I,2,284.3962,0
01152SJ   ,41153,22527_SALE,22527,I,0,0,884.788
01152SJ   ,41153,22528_PRCH,22528,I,3,1516.7794,0
01152SJ   ,41153,22528_SALE,22528,I,0,0,631.9914
01152SJ   ,41156,22527_PRCH,22527,I,1,630.2786,0
01152SJ   ,41156,22527_SALE,22527,I,0,0,509.8954
01152SJ   ,41156,22528_PRCH,22528,I,3,698.979,0
01152SJ   ,41156,22528_SALE,22528,I,0,0,630.2786
01152SJ   ,41157,22527_PRCH,22527,I,4,503.8416,0
01152SJ   ,41157,22528_PRCH,22528,I,1,62.9802,0
01152SJ   ,41158,22527_PRCH,22527,I,4,472.1435,0
01152SJ   ,41158,22527_SALE,22527,I,0,0,586.717
01152SJ   ,41158,22528_PRCH,22528,I,3,586.717,0
01152SJ   ,41159,22527_PRCH,22527,I,1,138.5216,0
01152SJ   ,41160,22527_PRCH,22527,I,2,1948.2058,0
01152SJ   ,41160,22527_SALE,22527,I,0,0,1508.2825
01152SJ   ,41160,22528_PRCH,22528,I,1,125.6834,0
01152SJ   ,41160,22528_SALE,22528,I,0,0,565.6067
01152SJ   ,41161,22527_PRCH,22527,I,1,1002.2551,0
01152SJ   ,41161,22527_SALE,22527,I,0,0,1628.6644
01152SJ   ,41161,22528_PRCH,22528,I,4,1785.2668,0
01152SJ   ,41161,22528_SALE,22528,I,0,0,1002.2551
01152SJ   ,41164,22528_PRCH,22528,I,6,656.291,0
01152SJ   ,41165,22528_PRCH,22528,I,5,374.3682,0
01152SJ   ,41166,22527_PRCH,22527,I,1,62.1504,0
01152SJ   ,41166,22527_SALE,22527,I,0,0,374.4562
01152SJ   ,41166,22528_PRCH,22528,I,10,933.8098,0
01152SJ   ,41167,22527_PRCH,22527,I,2,223.3667,0
01152SJ   ,41167,22528_PRCH,22528,I,2,372.2777,0
01152SJ   ,41167,22528_SALE,22528,I,0,0,124.0926
01152SJ   ,41171,22527_PRCH,22527,I,2,80.0838,0
01152SJ   ,41171,22527_SALE,22527,I,0,0,123.2058
01152SJ   ,41171,22528_PRCH,22528,I,4,292.6138,0
01152SJ   ,41172,22528_PRCH,22528,I,1,160.0591,0
01152SJ   ,41175,22527_PRCH,22527,I,1,12.3084,0
01152SJ   ,41175,22528_SALE,22528,I,0,0,12.3084
01152SJ   ,41178,22527_PRCH,22527,I,15,770.9384,0
01152SJ   ,41178,22527_SALE,22527,I,0,0,645.7383
01152SJ   ,41178,22528_PRCH,22528,I,3,859.7509,0
01152SJ   ,41178,22528_SALE,22528,I,0,0,214.0126
01152SJ   ,41180,22528_PRCH,22528,I,1,61.8276,0
01152SJ   ,41182,22528_PRCH,22528,I,6,555.3497,0
01152SJ   ,41183,22527_PRCH,22527,I,1,620.0903,0
01152SJ   ,41183,22528_SALE,22528,I,0,0,620.0903
01152SJ   ,41185,22527_PRCH,22527,I,1,30.9828,0
01152SJ   ,41186,22528_SALE,22528,I,0,0,920.4088
01152SJ   ,41186,22528_PRCH,22528,I,3,1479.4054,0
01152SJ   ,41186,22527_SALE,22527,I,0,0,864.3543
01152SJ   ,41186,22527_PRCH,22527,I,1,305.3577,0
01152SJ   ,41187,22527_PRCH,22527,I,1,99.3357,0
01152SJ   ,41190,22527_PRCH,22527,I,3,322.2607,0
01152SJ   ,41192,22528_PRCH,22528,I,1,186.6368,0
01152SJ   ,41193,22527_PRCH,22527,I,1,312.1099,0
01152SJ   ,41193,22527_SALE,22527,I,0,0,374.5318
01152SJ   ,41193,22528_PRCH,22528,I,4,561.7977,0
01152SJ   ,41195,22527_PRCH,22527,I,1,400.0499,0
01152SJ   ,41195,22527_SALE,22527,I,0,0,1060.9748
01152SJ   ,41195,22528_PRCH,22528,I,1,1060.9748,0
01152SJ   ,41195,22528_SALE,22528,I,0,0,400.0499
01152SJ   ,41196,22527_PRCH,22527,I,2,1261.1322,0
01152SJ   ,41196,22527_SALE,22527,I,0,0,2365.0121
01152SJ   ,41196,22528_PRCH,22528,I,2,2365.0121,0
01152SJ   ,41196,22528_SALE,22528,I,0,0,949.7415
01152SJ   ,41197,22528_SALE,22528,I,0,0,1557.7677
01152SJ   ,41197,22527_SALE,22527,I,0,0,2115.3487
01152SJ   ,41197,22527_PRCH,22527,I,2,1557.7677,0
01152SJ   ,41198,22527_PRCH,22527,I,5,2177.5649,0
01152SJ   ,41198,22527_SALE,22527,I,0,0,2239.781
01152SJ   ,41198,22528_PRCH,22528,I,1,2115.3487,0
01152SJ   ,41198,22528_SALE,22528,I,0,0,2177.5649
01152SJ   ,41199,22527_PRCH,22527,I,6,4234.6494,0
01152SJ   ,41199,22527_SALE,22527,I,0,0,4110.1009
01152SJ   ,41199,22528_PRCH,22528,I,1,1743.6792,0
01152SJ   ,41199,22528_SALE,22528,I,0,0,1743.6792
01152SJ   ,41200,22527_PRCH,22527,I,3,1024.3583,0
01152SJ   ,41200,22527_SALE,22527,I,0,0,1120.6735
01152SJ   ,41200,22528_PRCH,22528,I,5,1306.1579,0
01152SJ   ,41200,22528_SALE,22528,I,0,0,961.2875
01152SJ   ,41201,22528_PRCH,22528,I,1,171.9011,0
01152SJ   ,41201,22527_PRCH,22527,I,6,1796.4444,0
01152SJ   ,41201,22527_SALE,22527,I,0,0,171.9011
01152SJ   ,41202,22528_SALE,22528,I,0,0,930.9276
01152SJ   ,41202,22527_PRCH,22527,I,6,1705.9773,0
01152SJ   ,41202,22528_PRCH,22528,I,1,62.004,0
01152SJ   ,41204,22528_PRCH,22528,I,4,624.8048,0
01152SJ   ,41205,22528_PRCH,22528,I,4,624.8048,0
01152SJ   ,41206,22528_PRCH,22528,I,1,124.8284,0
01152SJ   ,41207,22527_PRCH,22527,I,2,2313.7433,0
01152SJ   ,41207,22527_SALE,22527,I,0,0,1188.54
01152SJ   ,41207,22528_PRCH,22528,I,2,2377.08,0
01152SJ   ,41207,22528_SALE,22528,I,0,0,3502.2833
01152SJ   ,41209,22527_SALE,22527,I,0,0,623.6014
01152SJ   ,41209,22528_PRCH,22528,I,1,623.6014,0
01152SJ   ,41212,22527_PRCH,22527,I,1,125.4347,0
01152SJ   ,41212,22527_SALE,22527,I,0,0,215.4744
01152SJ   ,41212,22528_PRCH,22528,I,1,215.4744,0
01152SJ   ,41212,22528_SALE,22528,I,0,0,125.4347
01152SJ   ,41217,22527_PRCH,22527,I,9,1119.2637,0
01152SJ   ,41217,22527_SALE,22527,I,0,0,186.544
01152SJ   ,41217,22528_PRCH,22528,I,1,186.544,0
01152SJ   ,41217,22528_SALE,22528,I,0,0,621.8132
01152SJ   ,41218,22527_SALE,22527,I,0,0,1060.8424
01152SJ   ,41218,22528_PRCH,22528,I,1,1060.8424,0
01152SJ   ,41219,22527_PRCH,22527,I,1,499.2511,0
01152SJ   ,41219,22528_PRCH,22528,I,5,312.032,0
01152SJ   ,41220,22527_PRCH,22527,I,5,418.8285,0
01152SJ   ,41239,22528_PRCH,22528,I,1,13.1013,0
01152SJ   ,41240,22528_PRCH,22528,I,1,124.7738,0
01152SJ   ,41241,22527_PRCH,22527,I,1,561.7627,0
01152SJ   ,41241,22527_SALE,22527,I,0,0,624.1808
01152SJ   ,41241,22528_PRCH,22528,I,1,624.1808,0
01152SJ   ,41241,22528_SALE,22528,I,0,0,561.7627
01152SJ   ,41243,22527_PRCH,22527,I,1,1562.0119,0
01152SJ   ,41243,22528_SALE,22528,I,0,0,1562.0119
01152SJ   ,41244,22527_PRCH,22527,I,2,3370.3864,0
01152SJ   ,41244,22527_SALE,22527,I,0,0,5451.3013
01152SJ   ,41244,22528_PRCH,22528,I,3,5451.3013,0
01152SJ   ,41244,22528_SALE,22528,I,0,0,3370.3864
01152SJ   ,41245,22527_PRCH,22527,I,1,1436.9968,0
01152SJ   ,41245,22528_SALE,22528,I,0,0,1436.9968
01152SJ   ,41246,22528_SALE,22528,I,0,0,3622.2833
01152SJ   ,41246,22527_PRCH,22527,I,1,1873.5948,0
01152SJ   ,41246,22527_SALE,22527,I,0,0,3622.2833
01152SJ   ,41246,22528_PRCH,22528,I,2,3497.377,0
01152SJ   ,41247,22527_PRCH,22527,I,13,1121.0344,0
01152SJ   ,41247,22527_SALE,22527,I,0,0,905.5709
01152SJ   ,41247,22528_PRCH,22528,I,5,1105.4211,0
01152SJ   ,41247,22528_SALE,22528,I,0,0,103.0477
01152SJ   ,41249,22527_PRCH,22527,I,1,400.5465,0
01152SJ   ,41249,22527_SALE,22527,I,0,0,756.3808
01152SJ   ,41249,22528_PRCH,22528,I,1,756.3808,0
01152SJ   ,41249,22528_SALE,22528,I,0,0,400.5465
01152SJ   ,41250,22527_PRCH,22527,I,1,870.0242,0
01152SJ   ,41250,22527_SALE,22527,I,0,0,1181.1464
01152SJ   ,41250,22528_PRCH,22528,I,1,1181.1464,0
01152SJ   ,41250,22528_SALE,22528,I,0,0,870.0242
01152SJ   ,41251,22527_PRCH,22527,I,1,1309.9826,0
01152SJ   ,41251,22528_SALE,22528,I,0,0,1309.9826
01152SJ   ,41252,22527_PRCH,22527,I,2,1644.7409,0
01152SJ   ,41252,22527_SALE,22527,I,0,0,1870.4408
01152SJ   ,41252,22528_PRCH,22528,I,2,1870.4408,0
01152SJ   ,41252,22528_SALE,22528,I,0,0,1644.7409
01152SJ   ,41253,22527_SALE,22527,I,0,0,1355.7315
01152SJ   ,41253,22528_PRCH,22528,I,1,1355.7315,0
01152SJ   ,41254,22527_PRCH,22527,I,4,662.2825,0
01152SJ   ,41254,22528_SALE,22528,I,0,0,313.2207
01152SJ   ,41255,22527_PRCH,22527,I,6,448.6818,0
01152SJ   ,41255,22527_SALE,22527,I,0,0,1059.388
01152SJ   ,41256,22527_PRCH,22527,I,9,671.3076,0
01152SJ   ,41256,22528_PRCH,22528,I,4,174.0428,0
01152SJ   ,41260,22527_PRCH,22527,I,1,135.7116,0
01152SJ   ,41260,22528_PRCH,22528,I,5,216.3966,0
01152SJ   ,41260,22528_SALE,22528,I,0,0,135.7116
01152SJ   ,41261,22527_PRCH,22527,I,1,137.5665,0
01152SJ   ,41261,22527_SALE,22527,I,0,0,279.4609
01152SJ   ,41261,22528_PRCH,22528,I,4,489.6747,0
01152SJ   ,41261,22528_SALE,22528,I,0,0,137.5665
01152SJ   ,41266,22527_PRCH,22527,I,6,249.5377,0
01152SJ   ,41269,22527_PRCH,22527,I,1,493.5025,0
01152SJ   ,41269,22527_SALE,22527,I,0,0,456.6832
01152SJ   ,41269,22528_PRCH,22528,I,2,1013.6139,0
01152SJ   ,41269,22528_SALE,22528,I,0,0,493.5025
01152SJ   ,41270,22527_PRCH,22527,I,1,806.0617,0
01152SJ   ,41270,22527_SALE,22527,I,0,0,1859.4459
01152SJ   ,41270,22528_SALE,22528,I,0,0,806.0617
01152SJ   ,41271,22527_PRCH,22527,I,1,1859.6764,0
01152SJ   ,41273,22527_PRCH,22527,I,2,824.8574,0
01196ZZ   ,41153,2,9,I,1,100,0
01196ZZ   ,41153,22528_PRCH,22528,I,1,100,0
01196ZZ   ,41170,2,9,I,3,285,0
01196ZZ   ,41170,22512_XFER,22512,I,79,227.8,112
01196ZZ   ,41175,1,5,M,2,160,300.91
01196ZZ   ,41175,2,9,I,14,2650,1800
01196ZZ   ,41175,2,9,M,1,40,0
01196ZZ   ,41175,22528_PRCH,22528,I,1,40,0
01196ZZ   ,41175,3,8,I,6,1000,2850
01196ZZ   ,41176,1,5,M,1,100,0
01196ZZ   ,41176,22512_XFER,22512,I,408,814.8,689
01196ZZ   ,41176,22522_SALE,22522,I,0,0,25
01196ZZ   ,41177,2,9,I,2,400,450
01196ZZ   ,41177,22528_PRCH,22528,I,1,60,0
01196ZZ   ,41177,3,8,I,5,460,270
01196ZZ   ,41181,1,5,I,5,180,91.67
01196ZZ   ,41181,2,9,I,20,4290,1825
01196ZZ   ,41181,22528_PRCH,22528,I,3,237,0
01196ZZ   ,41181,3,8,I,7,775,0
01196ZZ   ,41188,10,16,I,1,100,1000
01196ZZ   ,41190,2,9,I,3,500,0
01196ZZ   ,41195,10,16,M,5,50,0
01196ZZ   ,41195,2,9,M,4,250,1175
01196ZZ   ,41195,3,8,M,2,105,52.5
01196ZZ   ,41197,2,9,I,5,1348,3773.25
01196ZZ   ,41197,3,8,I,6,1047,700
01196ZZ   ,41198,2,9,I,4,240,550
01196ZZ   ,41198,3,8,I,3,385,362.5
01196ZZ   ,41198,36,5,I,5,225,0
01196ZZ   ,41199,2,9,I,14,2112,557.05
01196ZZ   ,41199,3,8,I,10,1200,1425
01196ZZ   ,41200,2,9,I,1,207,0
01196ZZ   ,41202,22528_PRCH,22528,I,1,200,0
01196ZZ   ,41202,1,5,I,2,267,427.35
01196ZZ   ,41202,22528_SALE,22528,I,0,0,190
01196ZZ   ,41202,3,8,I,25,4585,3448.75
01196ZZ   ,41202,323,9,I,1,100,350
01196ZZ   ,41202,2,9,I,7,1050,0
01196ZZ   ,41205,3,8,I,5,1130,1350
01196ZZ   ,41205,1,5,I,5,40,0
01196ZZ   ,41205,2,9,I,11,2760,2000
01196ZZ   ,41205,22512_XFER,22512,I,613,1225.6,901.1
01196ZZ   ,41205,22522_SALE,22522,I,0,0,25
01196ZZ   ,41205,275,5,I,2,20,0
01196ZZ   ,41208,2,9,I,5,450,0
01196ZZ   ,41209,1,5,I,2,60,0
01196ZZ   ,41209,2,9,I,19,977,563
01196ZZ   ,41215,2,9,I,1,100,0
01196ZZ   ,41223,1,5,I,2,40,0
01196ZZ   ,41223,2,9,I,3,225,175
01196ZZ   ,41223,46,5,I,1,10,0
01196ZZ   ,41229,2,9,I,3,1200,0
01196ZZ   ,41230,1,5,I,7,550,109.15
01196ZZ   ,41230,2,9,I,9,1770,4270.5
01196ZZ   ,41230,3,8,I,9,1414,550
01196ZZ   ,41231,1,5,I,2,100,275
01196ZZ   ,41231,2,9,I,1,275,0
01196ZZ   ,41231,3,8,I,1,90,0
01196ZZ   ,41231,46,5,I,1,10,0
01196ZZ   ,41232,2,9,I,13,2223,1848.73
01196ZZ   ,41233,2,9,I,5,1800,0
01196ZZ   ,41237,1,5,I,1,10,0
01196ZZ   ,41237,2,9,I,12,1412,406.5
01196ZZ   ,41237,22512_XFER,22512,I,189,29364,28947
01196ZZ   ,41237,22522_SALE,22522,I,0,0,45
01196ZZ   ,41237,22528_PRCH,22528,I,1,50,0
01196ZZ   ,41237,3,8,I,4,390,672.5
01196ZZ   ,41239,22528_PRCH,22528,I,2,40,0
01196ZZ   ,41241,1,5,I,1,20,0
01196ZZ   ,41241,22512_XFER,22512,I,106,10011,8736
01196ZZ   ,41241,22528_PRCH,22528,I,2,350,0
01196ZZ   ,41241,22528_SALE,22528,I,0,0,375
01196ZZ   ,41241,3,8,I,3,600,0
01196ZZ   ,41244,2,9,I,1,350,0
01196ZZ   ,41249,22512_XFER,22512,I,12,950,1440
01196ZZ   ,41250,22512_XFER,22512,I,2,200,0
01196ZZ   ,41251,2,9,I,16,2030,3475.5
01196ZZ   ,41251,22512_XFER,22512,I,90,8815.5,8595
01196ZZ   ,41251,22522_SALE,22522,I,0,0,25
01196ZZ   ,41251,3,8,I,1,100,0
01196ZZ   ,41254,1,5,I,3,90,0
01196ZZ   ,41256,22512_XFER,22512,I,39,4265,5940
01196ZZ   ,41256,22528_PRCH,22528,I,2,225,0
01196ZZ   ,41256,3,8,I,1,40,0
01196ZZ   ,41258,2,9,I,6,536,572
01196ZZ   ,41258,22512_XFER,22512,I,167,10896,10410
01196ZZ   ,41258,22522_SALE,22522,I,0,0,25
01196ZZ   ,41260,22512_XFER,22512,I,16,1400,900
01196ZZ   ,41261,22512_XFER,22512,I,2,100,0
01196ZZ   ,41262,22512_XFER,22512,I,151,17301,16956
01196ZZ   ,41262,22522_SALE,22522,I,0,0,20
01196ZZ   ,41263,22512_XFER,22512,I,5,630,180
01196ZZ   ,41264,22512_XFER,22512,I,1,200,0
01196ZZ   ,41266,22512_XFER,22512,I,38,3660,3510
01284UW   ,41192,274,5,I,17,12370,0
01284UW   ,41192,36,5,I,9,3550,0
01284UW   ,41192,46,5,I,2,450,0
01284UW   ,41192,1,5,I,4,510,0
01284UW   ,41193,36,5,I,8,7150,0
01284UW   ,41193,46,5,I,1,1200,0
01284UW   ,41194,1,5,I,2,650,0
01284UW   ,41194,36,5,I,12,3180,25348.33
01284UW   ,41196,1,5,I,1,150,0
01284UW   ,41196,274,5,I,9,6550,6453.33
01284UW   ,41196,36,5,I,7,2700,0
01284UW   ,41196,46,5,I,25,13700,10781.59
01284UW   ,41197,274,5,I,0,0,10003.5
01284UW   ,41197,36,5,I,6,2600,0
01284UW   ,41198,36,5,I,16,13655,20945.93
01284UW   ,41201,46,5,I,2,1000,0
01284UW   ,41202,1,5,I,7,3780,0
01284UW   ,41202,46,5,I,7,1700,0
01284UW   ,41203,274,5,I,2,2500,0
01284UW   ,41203,46,5,I,25,16850,3319.11
01284UW   ,41204,46,5,I,3,1030,0
01284UW   ,41205,275,5,I,6,1025,0
01284UW   ,41207,274,5,I,2,220,0
01284UW   ,41207,275,5,I,11,560,441.63
01284UW   ,41208,1,5,I,4,470,0
01284UW   ,41209,1,5,I,1,10,0
01284UW   ,41209,46,5,I,3,145,0
01284UW   ,41210,46,5,I,8,58,0
01284UW   ,41211,46,5,I,2,30,1035
01284UW   ,41212,1,5,I,14,1980,2800
01284UW   ,41212,274,5,I,8,475,0
01284UW   ,41212,36,5,I,2,200,0
01284UW   ,41212,46,5,I,25,3145,2380
01284UW   ,41213,1,5,I,35,5290,5720
01284UW   ,41213,274,5,I,2,140,0
01284UW   ,41213,36,5,I,5,810,0
01284UW   ,41213,46,5,I,36,3315,960
01284UW   ,41214,274,5,I,1,150,0
01284UW   ,41214,275,5,I,4,350,0
01284UW   ,41214,46,5,I,34,10674.28,12210
01284UW   ,41215,46,5,I,11,1985,2325.56
01284UW   ,41216,46,5,I,87,13405.14,3500
01284UW   ,41217,274,5,I,17,354,100
01284UW   ,41217,46,5,I,41,1125,996
01284UW   ,41218,46,5,I,3,18,0
01284UW   ,41218,274,5,I,12,295,254.55
01284UW   ,41218,424,17,I,1,0,0
01284UW   ,41222,274,5,I,7,75,0
01284UW   ,41222,46,5,I,10,92,67.2
01284UW   ,41226,1,5,I,6,50,0
01284UW   ,41226,36,5,I,1,18,0
01284UW   ,41226,46,5,I,15,141.5,192.41
01284UW   ,41227,36,5,I,11,83.1,0
01284UW   ,41229,274,5,I,1,5,0
01284UW   ,41229,46,5,I,6,34.5,0
01284UW   ,41240,1,5,I,7,39.51,0
01284UW   ,41240,46,5,I,8,41,0
01284UW   ,41243,1,5,I,3,76,0
01284UW   ,41243,273,3,I,17,675,1018.12
01284UW   ,41243,36,5,I,2,20,0
01284UW   ,41243,46,5,I,17,260,0
01284UW   ,41245,273,3,I,6,750,925
01284UW   ,41245,274,5,I,22,427,100
01284UW   ,41245,40,6,I,3,64,0
01284UW   ,41245,46,5,I,23,784.5,635.85
01284UW   ,41246,1,5,I,4,39.3,0
01284UW   ,41246,273,3,I,13,403,485.26
01284UW   ,41246,274,5,I,8,100,276
01284UW   ,41246,36,5,I,6,38,90
01284UW   ,41246,46,5,I,22,487,455
01284UW   ,41247,46,5,I,8,226,304
01284UW   ,41247,274,5,I,3,115,91.88
01284UW   ,41247,275,5,I,15,267,0
01284UW   ,41247,36,5,I,1,5,0
01284UW   ,41249,274,5,I,2,10,0
01284UW   ,41249,36,5,I,3,24,0
01284UW   ,41249,46,5,I,6,40.3,95.7
01284UW   ,41251,1,5,I,7,37,0
01284UW   ,41251,274,5,I,4,20.6,0
01284UW   ,41251,46,5,I,14,155,97.75
01284UW   ,41252,1,5,I,1,6,0
01284UW   ,41252,46,5,I,2,4.5,0
01284UW   ,41253,46,5,I,4,19,0
01284UW   ,41262,1,5,I,3,38,16.21
01284UW   ,41262,274,5,I,3,55,99.5
01284UW   ,41262,46,5,I,1,20,60
01284UW   ,41263,274,5,I,3,25,13.15
01284UW   ,41263,46,5,I,31,477.5,570.45
01284UW   ,41264,46,5,I,0,0,103.71
01284UW   ,41265,274,5,I,6,67,125.63
01284UW   ,41265,36,5,I,2,8,0
01284UW   ,41265,46,5,I,29,676,816
01284UW   ,41265,1,5,I,53,840,376.79
01284UW   ,41266,274,5,I,4,102,0
01284UW   ,41266,46,5,I,33,1554,1369.69
01284UW   ,41266,1,5,I,21,731,685.33
01284UW   ,41267,1,5,I,5,50,0
01284UW   ,41267,273,3,I,10,232.9,300.71
01284UW   ,41267,274,5,I,7,121.7,0.46
01284UW   ,41268,1,5,I,13,213,41.37
01284UW   ,41268,273,3,I,2,46,0
01284UW   ,41268,274,5,I,6,216,12.69
01284UW   ,41268,46,5,I,3,88,186.9
01284UW   ,41269,1,5,I,8,68,19.61
01284UW   ,41270,274,5,I,4,10.7,3.2
01284UW   ,41271,1,5,I,3,13.85,0
01284UW   ,41271,274,5,I,10,58.2,74.18
01284UW   ,41272,1,5,I,14,54.97,17.02